 VARIABLES = X, Y, DEN, U, V, PRE, Tem, StrF
 ZONE  I =          251 , J =           61 
 DATAPACKING=BLOCK, VARLOCATION=([3-8]=CELLCENTERED)
  -1.52385149216000       -1.50931094457000       -1.49381708384000     
  -1.47737969622000       -1.46000916392000       -1.44171645854000     
  -1.42251313414000       -1.40241131996000       -1.38142371273000     
  -1.35956356867000       -1.33684469513000       -1.31328144182000     
  -1.28888869180000       -1.26368185207000       -1.23767684378000     
  -1.21089009228000       -1.18333851664000       -1.15503951903000     
  -1.12601097371000       -1.09627121571000       -1.06583902933000     
  -1.03473363616000       -1.00297468306000      -0.970582229645000     
 -0.937576735693000      -0.903979048179000      -0.869810388123000     
 -0.835092337183000      -0.799846824024000      -0.764096110468000     
 -0.727862777431000      -0.691169710663000      -0.654040086292000     
 -0.616497356184000      -0.578565233132000      -0.540267675878000     
 -0.501628873981000      -0.462673232535000      -0.423425356758000     
 -0.383910036451000      -0.344152230337000      -0.304177050297000     
 -0.264009745513000      -0.223675686515000      -0.183200349159000     
 -0.142609298536000      -0.101928172824000      -6.118266709270000E-002
 -2.039851707780000E-002  2.039851707780000E-002  6.118266709270000E-002
  0.101928172824000       0.142609298536000       0.183200349159000     
  0.223675686515000       0.264009745513000       0.304177050297000     
  0.344152230337000       0.383910036451000       0.423425356758000     
  0.462673232535000       0.501628873981000       0.540267675878000     
  0.578565233132000       0.616497356184000       0.654040086292000     
  0.691169710663000       0.727862777431000       0.764096110468000     
  0.799846824024000       0.835092337183000       0.869810388123000     
  0.903979048179000       0.937576735693000       0.970582229645000     
   1.00297468306000        1.03473363616000        1.06583902933000     
   1.09627121571000        1.12601097371000        1.15503951903000     
   1.18333851664000        1.21089009228000        1.23767684378000     
   1.26368185207000        1.28888869180000        1.31328144182000     
   1.33684469513000        1.35956356867000        1.38142371273000     
   1.40241131996000        1.42251313414000        1.44171645854000     
   1.46000916392000        1.47737969622000        1.49381708384000     
   1.50931094457000        1.52385149216000        1.53742954249000     
   1.55003651936000        1.56166445995000        1.57230601979000     
   1.58195447745000        1.59060373876000        1.59824834065000     
   1.60488345463000        1.61050488983000        1.61510909561000     
   1.61869316388000        1.62125483085000        1.62279247852000     
   1.62330513568000        1.64799555652000        1.64747510186000     
   1.64591406662000        1.64331343677000        1.63967485494000     
   1.63500061932000        1.62929368227000        1.62255764841000     
   1.61479677236000        1.60601595606000        1.59622074566000     
   1.58541732802000        1.57361252682000        1.56081379822000     
   1.54702922617000        1.53226751730000        1.51653799543000     
   1.49985059565000        1.48221585809000        1.46364492123000     
   1.44414951486000        1.42374195271000        1.40243512462000     
   1.38024248845000        1.35717806154000        1.33325641188000     
   1.30849264889000        1.28290241390000        1.25650187025000     
   1.22930769308000        1.20133705883000        1.17260763435000     
   1.14313756574000        1.11294546695000        1.08205040795000     
   1.05047190272000        1.01822989693000       0.985344755299000     
  0.951837248807000       0.917728541506000       0.883040177189000     
  0.847794065770000       0.812012469447000       0.775717988645000     
  0.738933547734000       0.701682380557000       0.663988015749000     
  0.625874261879000       0.587365192410000       0.548485130497000     
  0.509258633619000       0.469710478073000       0.429865643321000     
  0.389749296216000       0.349386775102000       0.308803573812000     
  0.268025325566000       0.227077786780000       0.185986820796000     
  0.144778381551000       0.103478497176000       6.211325356440000E-002
  2.070877789080000E-002 -2.070877789080000E-002 -6.211325356440000E-002
 -0.103478497176000      -0.144778381551000      -0.185986820796000     
 -0.227077786780000      -0.268025325566000      -0.308803573812000     
 -0.349386775102000      -0.389749296216000      -0.429865643321000     
 -0.469710478073000      -0.509258633619000      -0.548485130497000     
 -0.587365192410000      -0.625874261879000      -0.663988015749000     
 -0.701682380557000      -0.738933547734000      -0.775717988645000     
 -0.812012469447000      -0.847794065770000      -0.883040177189000     
 -0.917728541506000      -0.951837248807000      -0.985344755299000     
  -1.01822989693000       -1.05047190272000       -1.08205040795000     
  -1.11294546695000       -1.14313756574000       -1.17260763435000     
  -1.20133705883000       -1.22930769308000       -1.25650187025000     
  -1.28290241390000       -1.30849264889000       -1.33325641188000     
  -1.35717806154000       -1.38024248845000       -1.40243512462000     
  -1.42374195271000       -1.44414951486000       -1.46364492123000     
  -1.48221585809000       -1.49985059565000       -1.51653799543000     
  -1.53226751730000       -1.54702922617000       -1.56081379822000     
  -1.57361252682000       -1.58541732802000       -1.59622074566000     
  -1.60601595606000       -1.61479677236000       -1.62255764841000     
  -1.62929368227000       -1.63500061932000       -1.63967485494000     
  -1.64331343677000       -1.64591406662000       -1.64747510186000     
  -1.64799555652000       -1.64747510186000       -1.64591406662000     
  -1.64331343677000       -1.63967485494000       -1.63500061932000     
  -1.62929368227000       -1.62255764841000       -1.61479677236000     
  -1.60601595606000       -1.59622074566000       -1.58541732802000     
  -1.57361252682000       -1.56081379822000       -1.54702922617000     
  -1.53226751730000       -1.51653799543000       -1.49985059565000     
  -1.48221585809000       -1.46364492123000       -1.44414951486000     
  -1.42374195271000       -1.40243512462000       -1.38024248845000     
  -1.35717806154000       -1.33325641188000       -1.30849264889000     
  -1.28290241390000       -1.25650187025000       -1.22930769308000     
  -1.20133705883000       -1.17260763435000       -1.14313756574000     
  -1.11294546695000       -1.08205040795000       -1.05047190272000     
  -1.01822989693000      -0.985344755299000      -0.951837248807000     
 -0.917728541506000      -0.883040177189000      -0.847794065770000     
 -0.812012469447000      -0.775717988645000      -0.738933547734000     
 -0.701682380557000      -0.663988015749000      -0.625874261879000     
 -0.587365192410000      -0.548485130497000      -0.509258633619000     
 -0.469710478073000      -0.429865643321000      -0.389749296216000     
 -0.349386775102000      -0.308803573812000      -0.268025325566000     
 -0.227077786780000      -0.185986820796000      -0.144778381551000     
 -0.103478497176000      -6.211325356440000E-002 -2.070877789080000E-002
  2.070877789080000E-002  6.211325356440000E-002  0.103478497176000     
  0.144778381551000       0.185986820796000       0.227077786780000     
  0.268025325566000       0.308803573812000       0.349386775102000     
  0.389749296216000       0.429865643321000       0.469710478073000     
  0.509258633619000       0.548485130497000       0.587365192410000     
  0.625874261879000       0.663988015749000       0.701682380557000     
  0.738933547734000       0.775717988645000       0.812012469447000     
  0.847794065770000       0.883040177189000       0.917728541506000     
  0.951837248807000       0.985344755299000        1.01822989693000     
   1.05047190272000        1.08205040795000        1.11294546695000     
   1.14313756574000        1.17260763435000        1.20133705883000     
   1.22930769308000        1.25650187025000        1.28290241390000     
   1.30849264889000        1.33325641188000        1.35717806154000     
   1.38024248845000        1.40243512462000        1.42374195271000     
   1.44414951486000        1.46364492123000        1.48221585809000     
   1.49985059565000        1.51653799543000        1.53226751730000     
   1.54702922617000        1.56081379822000        1.57361252682000     
   1.58541732802000        1.59622074566000        1.60601595606000     
   1.61479677236000        1.62255764841000        1.62929368227000     
   1.63500061932000        1.63967485494000        1.64331343677000     
   1.64591406662000        1.64747510186000        1.64799555652000     
   1.67314420699000        1.67261581012000        1.67103095325000     
   1.66839063742000        1.66469653030000        1.65995096517000     
   1.65415693944000        1.64731811273000        1.63943880459000     
   1.63052399176000        1.62057930503000        1.60961102568000     
   1.59762608150000        1.58463204245000        1.57063711584000     
   1.55565014116000        1.53968058451000        1.52273853260000     
   1.50483468639000        1.48598035435000        1.46618744526000     
   1.44546846076000        1.42383648739000        1.40130518839000     
   1.37788879499000        1.35360209749000        1.32846043590000     
   1.30247969023000        1.27567627046000        1.24806710622000     
   1.21966963605000        1.19050179639000        1.16058201028000     
   1.12992917570000        1.09856265363000        1.06650225584000     
   1.03376823237000        1.00038125873000       0.966362422846000     
  0.931733211741000       0.896515497969000       0.860731525793000     
  0.824403897137000       0.787555557310000       0.750209780512000     
  0.712390155138000       0.674120568873000       0.635425193608000     
  0.596328470171000       0.556855092892000       0.517029994000000     
  0.476878327882000       0.436425455191000       0.395696926829000     
  0.354718467807000       0.313515960997000       0.272115430787000     
  0.230543026638000       0.188825006573000       0.146987720586000     
  0.105057594004000       6.306111079460000E-002  2.102479683560000E-002
 -2.102479683560000E-002 -6.306111079460000E-002 -0.105057594004000     
 -0.146987720586000      -0.188825006573000      -0.230543026638000     
 -0.272115430787000      -0.313515960997000      -0.354718467807000     
 -0.395696926829000      -0.436425455191000      -0.476878327882000     
 -0.517029994000000      -0.556855092892000      -0.596328470171000     
 -0.635425193608000      -0.674120568873000      -0.712390155138000     
 -0.750209780512000      -0.787555557310000      -0.824403897137000     
 -0.860731525793000      -0.896515497969000      -0.931733211741000     
 -0.966362422846000       -1.00038125873000       -1.03376823237000     
  -1.06650225584000       -1.09856265363000       -1.12992917570000     
  -1.16058201028000       -1.19050179639000       -1.21966963605000     
  -1.24806710622000       -1.27567627046000       -1.30247969023000     
  -1.32846043590000       -1.35360209749000       -1.37788879499000     
  -1.40130518839000       -1.42383648739000       -1.44546846076000     
  -1.46618744526000       -1.48598035435000       -1.50483468639000     
  -1.52273853260000       -1.53968058451000       -1.55565014116000     
  -1.57063711584000       -1.58463204245000       -1.59762608150000     
  -1.60961102568000       -1.62057930503000       -1.63052399176000     
  -1.63943880459000       -1.64731811273000       -1.65415693944000     
  -1.65995096517000       -1.66469653030000       -1.66839063742000     
  -1.67103095325000       -1.67261581012000       -1.67314420699000     
  -1.67261581012000       -1.67103095325000       -1.66839063742000     
  -1.66469653030000       -1.65995096517000       -1.65415693944000     
  -1.64731811273000       -1.63943880459000       -1.63052399176000     
  -1.62057930503000       -1.60961102568000       -1.59762608150000     
  -1.58463204245000       -1.57063711584000       -1.55565014116000     
  -1.53968058451000       -1.52273853260000       -1.50483468639000     
  -1.48598035435000       -1.46618744526000       -1.44546846076000     
  -1.42383648739000       -1.40130518839000       -1.37788879499000     
  -1.35360209749000       -1.32846043590000       -1.30247969023000     
  -1.27567627046000       -1.24806710622000       -1.21966963605000     
  -1.19050179639000       -1.16058201028000       -1.12992917570000     
  -1.09856265363000       -1.06650225584000       -1.03376823237000     
  -1.00038125873000      -0.966362422846000      -0.931733211741000     
 -0.896515497969000      -0.860731525793000      -0.824403897137000     
 -0.787555557310000      -0.750209780512000      -0.712390155138000     
 -0.674120568873000      -0.635425193608000      -0.596328470171000     
 -0.556855092892000      -0.517029994000000      -0.476878327882000     
 -0.436425455191000      -0.395696926829000      -0.354718467807000     
 -0.313515960997000      -0.272115430787000      -0.230543026638000     
 -0.188825006573000      -0.146987720586000      -0.105057594004000     
 -6.306111079460000E-002 -2.102479683560000E-002  2.102479683560000E-002
  6.306111079460000E-002  0.105057594004000       0.146987720586000     
  0.188825006573000       0.230543026638000       0.272115430787000     
  0.313515960997000       0.354718467807000       0.395696926829000     
  0.436425455191000       0.476878327882000       0.517029994000000     
  0.556855092892000       0.596328470171000       0.635425193608000     
  0.674120568873000       0.712390155138000       0.750209780512000     
  0.787555557310000       0.824403897137000       0.860731525793000     
  0.896515497969000       0.931733211741000       0.966362422846000     
   1.00038125873000        1.03376823237000        1.06650225584000     
   1.09856265363000        1.12992917570000        1.16058201028000     
   1.19050179639000        1.21966963605000        1.24806710622000     
   1.27567627046000        1.30247969023000        1.32846043590000     
   1.35360209749000        1.37788879499000        1.40130518839000     
   1.42383648739000        1.44546846076000        1.46618744526000     
   1.48598035435000        1.50483468639000        1.52273853260000     
   1.53968058451000        1.55565014116000        1.57063711584000     
   1.58463204245000        1.59762608150000        1.60961102568000     
   1.62057930503000        1.63052399176000        1.63943880459000     
   1.64731811273000        1.65415693944000        1.65995096517000     
   1.66469653030000        1.66839063742000        1.67103095325000     
   1.67261581012000        1.67314420699000        1.69876887094000     
   1.69823238153000        1.69662325214000        1.69394249914000     
   1.69019181576000        1.68537357100000        1.67949080816000     
   1.67254724294000        1.66454726102000        1.65549591539000     
   1.64539892304000        1.63426266147000        1.62209416458000     
   1.60890111825000        1.59469185548000        1.57947535116000     
   1.56326121635000        1.54605969226000        1.52788164372000     
   1.50873855239000        1.48864250946000        1.46760620800000     
   1.44564293502000        1.42276656296000        1.39899154106000     
   1.37433288611000        1.34880617305000        1.32242752510000     
   1.29521360359000        1.26718159740000        1.23834921216000     
   1.20873465901000        1.17835664314000        1.14723435196000     
   1.11538744298000        1.08283603138000        1.04960067733000     
   1.01570237300000       0.981162529279000       0.946002962276000     
  0.910245879527000       0.873913865970000       0.837029869684000     
  0.799617187392000       0.761699449746000       0.723300606402000     
  0.684444910892000       0.645156905307000       0.605461404792000     
  0.565383481877000       0.524948450636000       0.484181850703000     
  0.443109431135000       0.401757134153000       0.360151078754000     
  0.318317544214000       0.276282953491000       0.234073856533000     
  0.191716913510000       0.149238877975000       0.106666579967000     
  6.402690905980001E-002  2.134679738480000E-002 -2.134679738480000E-002
 -6.402690905980001E-002 -0.106666579967000      -0.149238877975000     
 -0.191716913510000      -0.234073856533000      -0.276282953491000     
 -0.318317544214000      -0.360151078754000      -0.401757134153000     
 -0.443109431135000      -0.484181850703000      -0.524948450636000     
 -0.565383481877000      -0.605461404792000      -0.645156905307000     
 -0.684444910892000      -0.723300606402000      -0.761699449746000     
 -0.799617187392000      -0.837029869684000      -0.873913865970000     
 -0.910245879527000      -0.946002962276000      -0.981162529279000     
  -1.01570237300000       -1.04960067733000       -1.08283603138000     
  -1.11538744298000       -1.14723435196000       -1.17835664314000     
  -1.20873465901000       -1.23834921216000       -1.26718159740000     
  -1.29521360359000       -1.32242752510000       -1.34880617305000     
  -1.37433288611000       -1.39899154106000       -1.42276656296000     
  -1.44564293502000       -1.46760620800000       -1.48864250946000     
  -1.50873855239000       -1.52788164372000       -1.54605969226000     
  -1.56326121635000       -1.57947535116000       -1.59469185548000     
  -1.60890111825000       -1.62209416458000       -1.63426266147000     
  -1.64539892304000       -1.65549591539000       -1.66454726102000     
  -1.67254724294000       -1.67949080816000       -1.68537357100000     
  -1.69019181576000       -1.69394249914000       -1.69662325214000     
  -1.69823238153000       -1.69876887094000       -1.69823238153000     
  -1.69662325214000       -1.69394249914000       -1.69019181576000     
  -1.68537357100000       -1.67949080816000       -1.67254724294000     
  -1.66454726102000       -1.65549591539000       -1.64539892304000     
  -1.63426266147000       -1.62209416458000       -1.60890111825000     
  -1.59469185548000       -1.57947535116000       -1.56326121635000     
  -1.54605969226000       -1.52788164372000       -1.50873855239000     
  -1.48864250946000       -1.46760620800000       -1.44564293502000     
  -1.42276656296000       -1.39899154106000       -1.37433288611000     
  -1.34880617305000       -1.32242752510000       -1.29521360359000     
  -1.26718159740000       -1.23834921216000       -1.20873465901000     
  -1.17835664314000       -1.14723435196000       -1.11538744298000     
  -1.08283603138000       -1.04960067733000       -1.01570237300000     
 -0.981162529279000      -0.946002962276000      -0.910245879527000     
 -0.873913865970000      -0.837029869684000      -0.799617187392000     
 -0.761699449746000      -0.723300606402000      -0.684444910892000     
 -0.645156905307000      -0.605461404792000      -0.565383481877000     
 -0.524948450636000      -0.484181850703000      -0.443109431135000     
 -0.401757134153000      -0.360151078754000      -0.318317544214000     
 -0.276282953491000      -0.234073856533000      -0.191716913510000     
 -0.149238877975000      -0.106666579967000      -6.402690905980001E-002
 -2.134679738480000E-002  2.134679738480000E-002  6.402690905980001E-002
  0.106666579967000       0.149238877975000       0.191716913510000     
  0.234073856533000       0.276282953491000       0.318317544214000     
  0.360151078754000       0.401757134153000       0.443109431135000     
  0.484181850703000       0.524948450636000       0.565383481877000     
  0.605461404792000       0.645156905307000       0.684444910892000     
  0.723300606402000       0.761699449746000       0.799617187392000     
  0.837029869684000       0.873913865970000       0.910245879527000     
  0.946002962276000       0.981162529279000        1.01570237300000     
   1.04960067733000        1.08283603138000        1.11538744298000     
   1.14723435196000        1.17835664314000        1.20873465901000     
   1.23834921216000        1.26718159740000        1.29521360359000     
   1.32242752510000        1.34880617305000        1.37433288611000     
   1.39899154106000        1.42276656296000        1.44564293502000     
   1.46760620800000        1.48864250946000        1.50873855239000     
   1.52788164372000        1.54605969226000        1.56326121635000     
   1.57947535116000        1.59469185548000        1.60890111825000     
   1.62209416458000        1.63426266147000        1.64539892304000     
   1.65549591539000        1.66454726102000        1.67254724294000     
   1.67949080816000        1.68537357100000        1.69019181576000     
   1.69394249914000        1.69662325214000        1.69823238153000     
   1.69876887094000        1.72488766884000        1.72434293083000     
   1.72270906086000        1.71998709093000        1.71617874029000     
   1.71128641437000        1.70531320327000        1.69826287981000     
   1.69013989711000        1.68094938582000        1.67069715087000     
   1.65938966780000        1.64703407864000        1.63363818746000     
   1.61921045539000        1.60375999528000        1.58729656599000     
   1.56983056617000        1.55137302771000        1.53193560880000     
   1.51153058653000        1.49017084914000        1.46786988790000     
   1.44464178857000        1.42050122254000        1.39546343748000     
   1.36954424780000        1.34276002463000        1.31512768544000     
   1.28666468342000        1.25738899641000        1.22731911556000     
   1.19647403365000        1.16487323309000        1.13253667363000     
   1.09948477974000        1.06573842769000        1.03131893241000     
  0.996248033990000       0.960547883957000       0.924241031292000     
  0.887350408182000       0.849899315536000       0.811911408266000     
  0.773410680348000       0.734421449667000       0.694968342658000     
  0.655076278748000       0.614770454620000       0.574076328296000     
  0.533019603059000       0.491626211216000       0.449922297721000     
  0.407934203659000       0.365688449611000       0.323211718900000     
  0.280530840739000       0.237672773288000       0.194664586618000     
  0.151533445623000       0.108306592856000       6.501133132360000E-002
  2.167500724090000E-002 -2.167500724090000E-002 -6.501133132360000E-002
 -0.108306592856000      -0.151533445623000      -0.194664586618000     
 -0.237672773288000      -0.280530840739000      -0.323211718900000     
 -0.365688449611000      -0.407934203659000      -0.449922297721000     
 -0.491626211216000      -0.533019603059000      -0.574076328296000     
 -0.614770454620000      -0.655076278748000      -0.694968342658000     
 -0.734421449667000      -0.773410680348000      -0.811911408266000     
 -0.849899315536000      -0.887350408182000      -0.924241031292000     
 -0.960547883957000      -0.996248033990000       -1.03131893241000     
  -1.06573842769000       -1.09948477974000       -1.13253667363000     
  -1.16487323309000       -1.19647403365000       -1.22731911556000     
  -1.25738899641000       -1.28666468342000       -1.31512768544000     
  -1.34276002463000       -1.36954424780000       -1.39546343748000     
  -1.42050122254000       -1.44464178857000       -1.46786988790000     
  -1.49017084914000       -1.51153058653000       -1.53193560880000     
  -1.55137302771000       -1.56983056617000       -1.58729656599000     
  -1.60375999528000       -1.61921045539000       -1.63363818746000     
  -1.64703407864000       -1.65938966780000       -1.67069715087000     
  -1.68094938582000       -1.69013989711000       -1.69826287981000     
  -1.70531320327000       -1.71128641437000       -1.71617874029000     
  -1.71998709093000       -1.72270906086000       -1.72434293083000     
  -1.72488766884000       -1.72434293083000       -1.72270906086000     
  -1.71998709093000       -1.71617874029000       -1.71128641437000     
  -1.70531320327000       -1.69826287981000       -1.69013989711000     
  -1.68094938582000       -1.67069715087000       -1.65938966780000     
  -1.64703407864000       -1.63363818746000       -1.61921045539000     
  -1.60375999528000       -1.58729656599000       -1.56983056617000     
  -1.55137302771000       -1.53193560880000       -1.51153058653000     
  -1.49017084914000       -1.46786988790000       -1.44464178857000     
  -1.42050122254000       -1.39546343748000       -1.36954424780000     
  -1.34276002463000       -1.31512768544000       -1.28666468342000     
  -1.25738899641000       -1.22731911556000       -1.19647403365000     
  -1.16487323309000       -1.13253667363000       -1.09948477974000     
  -1.06573842769000       -1.03131893241000      -0.996248033990000     
 -0.960547883957000      -0.924241031292000      -0.887350408182000     
 -0.849899315536000      -0.811911408266000      -0.773410680348000     
 -0.734421449667000      -0.694968342658000      -0.655076278748000     
 -0.614770454620000      -0.574076328296000      -0.533019603059000     
 -0.491626211216000      -0.449922297721000      -0.407934203659000     
 -0.365688449611000      -0.323211718900000      -0.280530840739000     
 -0.237672773288000      -0.194664586618000      -0.151533445623000     
 -0.108306592856000      -6.501133132360000E-002 -2.167500724090000E-002
  2.167500724090000E-002  6.501133132360000E-002  0.108306592856000     
  0.151533445623000       0.194664586618000       0.237672773288000     
  0.280530840739000       0.323211718900000       0.365688449611000     
  0.407934203659000       0.449922297721000       0.491626211216000     
  0.533019603059000       0.574076328296000       0.614770454620000     
  0.655076278748000       0.694968342658000       0.734421449667000     
  0.773410680348000       0.811911408266000       0.849899315536000     
  0.887350408182000       0.924241031292000       0.960547883957000     
  0.996248033990000        1.03131893241000        1.06573842769000     
   1.09948477974000        1.13253667363000        1.16487323309000     
   1.19647403365000        1.22731911556000        1.25738899641000     
   1.28666468342000        1.31512768544000        1.34276002463000     
   1.36954424780000        1.39546343748000        1.42050122254000     
   1.44464178857000        1.46786988790000        1.49017084914000     
   1.51153058653000        1.53193560880000        1.55137302771000     
   1.56983056617000        1.58729656599000        1.60375999528000     
   1.61921045539000        1.63363818746000        1.64703407864000     
   1.65938966780000        1.67069715087000        1.68094938582000     
   1.69013989711000        1.69826287981000        1.70531320327000     
   1.71128641437000        1.71617874029000        1.71998709093000     
   1.72270906086000        1.72434293083000        1.72488766884000     
   1.75151907057000        1.75096592208000        1.74930682598000     
   1.74654283020000        1.74267568053000        1.73770781955000     
   1.73164238506000        1.72448320813000        1.71623481065000     
   1.70690240247000        1.69649187815000        1.68500981320000     
   1.67246345994000        1.65886074290000        1.64421025387000     
   1.62852124640000        1.61180363001000        1.59406796389000     
   1.57532545029000        1.55558792737000        1.53486786177000     
   1.51317834073000        1.49053306381000        1.46694633427000     
   1.44243304998000        1.41700869406000        1.39068932508000     
   1.36349156691000        1.33543259825000        1.30653014173000     
   1.27680245278000        1.24626830802000        1.21494699350000     
   1.18285829241000        1.15002247267000        1.11646027408000     
   1.08219289526000        1.04724198021000        1.01162960469000     
  0.975378262215000       0.938510849928000       0.901050654074000     
  0.863021335313000       0.824446913780000       0.785351753905000     
  0.745760549030000       0.705698305808000       0.665190328410000     
  0.624262202544000       0.582939779291000       0.541249158778000     
  0.499216673696000       0.456868872663000       0.414232503458000     
  0.371334496125000       0.328201945965000       0.284862096422000     
  0.241342321874000       0.197670110342000       0.153873046131000     
  0.109978792407000       6.601507371970000E-002  2.200965849720000E-002
 -2.200965849720000E-002 -6.601507371970000E-002 -0.109978792407000     
 -0.153873046131000      -0.197670110342000      -0.241342321874000     
 -0.284862096422000      -0.328201945965000      -0.371334496125000     
 -0.414232503458000      -0.456868872663000      -0.499216673696000     
 -0.541249158778000      -0.582939779291000      -0.624262202544000     
 -0.665190328410000      -0.705698305808000      -0.745760549030000     
 -0.785351753905000      -0.824446913780000      -0.863021335313000     
 -0.901050654074000      -0.938510849928000      -0.975378262215000     
  -1.01162960469000       -1.04724198021000       -1.08219289526000     
  -1.11646027408000       -1.15002247267000       -1.18285829241000     
  -1.21494699350000       -1.24626830802000       -1.27680245278000     
  -1.30653014173000       -1.33543259825000       -1.36349156691000     
  -1.39068932508000       -1.41700869406000       -1.44243304998000     
  -1.46694633427000       -1.49053306381000       -1.51317834073000     
  -1.53486786177000       -1.55558792737000       -1.57532545029000     
  -1.59406796389000       -1.61180363001000       -1.62852124640000     
  -1.64421025387000       -1.65886074290000       -1.67246345994000     
  -1.68500981320000       -1.69649187815000       -1.70690240247000     
  -1.71623481065000       -1.72448320813000       -1.73164238506000     
  -1.73770781955000       -1.74267568053000       -1.74654283020000     
  -1.74930682598000       -1.75096592208000       -1.75151907057000     
  -1.75096592208000       -1.74930682598000       -1.74654283020000     
  -1.74267568053000       -1.73770781955000       -1.73164238506000     
  -1.72448320813000       -1.71623481065000       -1.70690240247000     
  -1.69649187815000       -1.68500981320000       -1.67246345994000     
  -1.65886074290000       -1.64421025387000       -1.62852124640000     
  -1.61180363001000       -1.59406796389000       -1.57532545029000     
  -1.55558792737000       -1.53486786177000       -1.51317834073000     
  -1.49053306381000       -1.46694633427000       -1.44243304998000     
  -1.41700869406000       -1.39068932508000       -1.36349156691000     
  -1.33543259825000       -1.30653014173000       -1.27680245278000     
  -1.24626830802000       -1.21494699350000       -1.18285829241000     
  -1.15002247267000       -1.11646027408000       -1.08219289526000     
  -1.04724198021000       -1.01162960469000      -0.975378262215000     
 -0.938510849928000      -0.901050654074000      -0.863021335313000     
 -0.824446913780000      -0.785351753905000      -0.745760549030000     
 -0.705698305808000      -0.665190328410000      -0.624262202544000     
 -0.582939779291000      -0.541249158778000      -0.499216673696000     
 -0.456868872663000      -0.414232503458000      -0.371334496125000     
 -0.328201945965000      -0.284862096422000      -0.241342321874000     
 -0.197670110342000      -0.153873046131000      -0.109978792407000     
 -6.601507371970000E-002 -2.200965849720000E-002  2.200965849720000E-002
  6.601507371970000E-002  0.109978792407000       0.153873046131000     
  0.197670110342000       0.241342321874000       0.284862096422000     
  0.328201945965000       0.371334496125000       0.414232503458000     
  0.456868872663000       0.499216673696000       0.541249158778000     
  0.582939779291000       0.624262202544000       0.665190328410000     
  0.705698305808000       0.745760549030000       0.785351753905000     
  0.824446913780000       0.863021335313000       0.901050654074000     
  0.938510849928000       0.975378262215000        1.01162960469000     
   1.04724198021000        1.08219289526000        1.11646027408000     
   1.15002247267000        1.18285829241000        1.21494699350000     
   1.24626830802000        1.27680245278000        1.30653014173000     
   1.33543259825000        1.36349156691000        1.39068932508000     
   1.41700869406000        1.44243304998000        1.46694633427000     
   1.49053306381000        1.51317834073000        1.53486786177000     
   1.55558792737000        1.57532545029000        1.59406796389000     
   1.61180363001000        1.62852124640000        1.64421025387000     
   1.65886074290000        1.67246345994000        1.68500981320000     
   1.69649187815000        1.70690240247000        1.71623481065000     
   1.72448320813000        1.73164238506000        1.73770781955000     
   1.74267568053000        1.74654283020000        1.74930682598000     
   1.75096592208000        1.75151907057000        1.77868190852000     
   1.77812018171000        1.77643535608000        1.77362849581000     
   1.76970137377000        1.76465647040000        1.75849697219000     
   1.75122676960000        1.74285045464000        1.73337331799000     
   1.72280134559000        1.71114121494000        1.69840029083000     
   1.68458662068000        1.66970892952000        1.65377661441000     
   1.63679973855000        1.61878902489000        1.59975584939000     
   1.57971223380000        1.55867083811000        1.53664495250000     
   1.51364848902000        1.48969597270000        1.46480253248000     
   1.43898389158000        1.41225635761000        1.38463681226000     
   1.35614270062000        1.32679202018000        1.29660330947000     
   1.26559563632000        1.23378858583000        1.20120224803000     
   1.16785720515000        1.13377451862000        1.09897571581000     
   1.06348277638000        1.02731811843000       0.990504584342000     
  0.953065426328000       0.915024291763000       0.876405208244000     
  0.837232568410000       0.797531114542000       0.757325922928000     
  0.716642388029000       0.675506206438000       0.633943360648000     
  0.591980102644000       0.549642937319000       0.506958605734000     
  0.463954068228000       0.420656487388000       0.377093210895000     
  0.333291754248000       0.289279783385000       0.245085097210000     
  0.200735610035000       0.156259333946000       0.111684361113000     
  6.703884604370000E-002  2.235098780220000E-002 -2.235098780220000E-002
 -6.703884604370000E-002 -0.111684361113000      -0.156259333946000     
 -0.200735610035000      -0.245085097210000      -0.289279783385000     
 -0.333291754248000      -0.377093210895000      -0.420656487388000     
 -0.463954068228000      -0.506958605734000      -0.549642937319000     
 -0.591980102644000      -0.633943360648000      -0.675506206438000     
 -0.716642388029000      -0.757325922928000      -0.797531114542000     
 -0.837232568410000      -0.876405208244000      -0.915024291763000     
 -0.953065426328000      -0.990504584342000       -1.02731811843000     
  -1.06348277638000       -1.09897571581000       -1.13377451862000     
  -1.16785720515000       -1.20120224803000       -1.23378858583000     
  -1.26559563632000       -1.29660330947000       -1.32679202018000     
  -1.35614270062000       -1.38463681226000       -1.41225635761000     
  -1.43898389158000       -1.46480253248000       -1.48969597270000     
  -1.51364848902000       -1.53664495250000       -1.55867083811000     
  -1.57971223380000       -1.59975584939000       -1.61878902489000     
  -1.63679973855000       -1.65377661441000       -1.66970892952000     
  -1.68458662068000       -1.69840029083000       -1.71114121494000     
  -1.72280134559000       -1.73337331799000       -1.74285045464000     
  -1.75122676960000       -1.75849697219000       -1.76465647040000     
  -1.76970137377000       -1.77362849581000       -1.77643535608000     
  -1.77812018171000       -1.77868190852000       -1.77812018171000     
  -1.77643535608000       -1.77362849581000       -1.76970137377000     
  -1.76465647040000       -1.75849697219000       -1.75122676960000     
  -1.74285045464000       -1.73337331799000       -1.72280134559000     
